"conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username";;;;;;
"1.80E+18,Mon Jan 30 03:12:10 +0000 2023,0,@Uzumaki_Pein2 @rafiqi_28 @MorphoMenelausX Gw tanya lo setuju bullying gk? Jgn sampek standar ganda nih?,1.80E+18,,Uzumaki_Pein2,in,,0,0,0,https://x.com/jeje_std/status/1800669657403420867,367262601,jeje_std";;;;;;
"1.80E+18,Mon Jan 30 03:17:34 +0000 2023,0,@jorgianaaa Gimana ya kalau kita ngetweet berbobot katakan isinya nasihat w yakin ga bakal rame yang mana itu tidak akan sampai tapi dengan bullying viral ini apa yg netizen mau ini punya peluang sampai ke subjeknya. Lalu dengan sampai ini dia bakal belajar (if she can survive the ,1.80E+18,,jorgianaaa,in,imamnya @tucarino_,0,2,0,https://x.com/KemenperinRI/status/1800666150956872053,1.03E+18,KemenperinRI";;;;;;
"1.80E+18,Mon Jan 30 03:20:27 +0000 2023,0,Orang Indo mental pembully nya kuat bgt. Koar-koar anti bullying tp kalau ada aja ga sesuai langsung dibully hypocrite,1.80E+18,,,in,44,0,1,0,https://x.com/annlizw/status/1800661851723948527,8.85E+17,annlizw";;;;;;
"1.80E+18,Mon Jan 30 03:22:18 +0000 2023,0,@anonjawa Pembunuh kok dijadikan simbol. Ini mirip kek seorang pembully terus dijadikan duta anti bullying.,1.80E+18,,anonjawa,in,""Ohio, USA"",0,0,0,https://x.com/_Sc0tchy/status/1800661737110491327,1438281884,_Sc0tchy";;;;;;
"1.80E+18,Mon Jan 30 03:22:32 +0000 2023,1,@zqhr Aku bacain replynya sakit hati bgt. Katanya kontra sama bullying tapi mereka jadi pelaku.,1.80E+18,,zqhr,in,""Hulu Bernam Timor, Perak"",0,1,0,https://x.com/ami0dar0ne/status/1800659238165098696,1.18E+18,ami0dar0ne";;;;;;
"1.80E+18,Mon Jan 30 03:26:59 +0000 2023,4,Salah satu alasan kenapa gue sangat nentang orang2 witch hunting dan nyerang pribadi earn bcs it's a cyber bullying and it'll shifts the actual problem dari kerja dia yg ga becus to this skg org nya mikir dia punya haters padahal masalah utama nya karena ini org kerjanya jelek,1.80E+18,,,in,bukan akun nulis,2,2,0,https://x.com/friedcarbonara/status/1800654556918858205,1.77E+18,friedcarbonara";;;;;;
"1.80E+18,Mon Jan 30 03:42:19 +0000 2023,0,@TKesbor Fr man padahal mereka jelek semua. Step yalls bullying game up ,1.80E+18,,TKesbor,in,,0,1,0,https://x.com/kutukobra/status/1800653201395298811,1.59E+18,kutukobra";;;;;;
"1.80E+18,Mon Jan 30 03:42:20 +0000 2023,1,Sok asik bgt sok taunya. Tpi emg dulu pas sekolah pasti ada cewe di kelas yg kepanasan klo ada bullying terjadi trus dia pasti cepuin ke guru. Mungkin mbak ini kang cepu juga.,1.80E+18,,,in,,3,1,0,https://x.com/mordhwns/status/1800648091302867066,1554329396,mordhwns";;;;;;
"1.80E+18,Mon Jan 30 03:42:21 +0000 2023,1,Hierarchy Premis rich kids bullying normies nya sebenernya masih okay tapi yaudah nothing special aja. Total eps ada 7 eps jadi semua plotnya beneran sat set dan not much details. Character development pun so far ini salah satu yg 'meh' malah antagonisnya yg masih mendingan. https://t.co/4a3M456vq3,1.80E+18,https://pbs.twimg.com/media/GP0o58rWMAAWDps.jpg,,in,,0,1,0,https://x.com/muhamadrf/status/1800640405559541964,178670670,muhamadrf";;;;;;
"1.80E+18,Mon Jan 30 04:10:13 +0000 2023,11,@sitikusminik tp jgn normalisasi namanya juga anak anak ak setuju si. anak2 skrg masi pada bocah uda bnyk yg ngelakuin kejatahatan kekerasan bullying dll yg parah termasuk becandaan mereka ini soal makan darah tulang daging manusia smp tuh uda gede bgt buat bisa mikir itu tu gaberadab,1.80E+18,,sitikusminik,in,,0,1,0,https://x.com/subeomiee/status/1800591019324670229,1.52E+18,subeomiee";;;;;;
"1.80E+18,Mon Jan 30 04:19:49 +0000 2023,1,Lu lah yg bangsat bullying anak kecil. Ga malu sama umur? Kurang bahagia sampe cari samsak di sosial media?,1.80E+18,,,in,""Bali, Indonesia"",0,0,0,https://x.com/balimoon88/status/1800589428416766236,391260420,balimoon88";;;;;;
"1.80E+18,Mon Jan 30 04:23:04 +0000 2023,0,@awasabissw @Noorfasya22 Kok sotoy kan emg di korsel itu RASIS dan BULLYING PARAH WKWK,1.80E+18,,awasabissw,in,""Karimun, Kepulauan Riau"",0,0,0,https://x.com/cogannsss/status/1800589406144975097,8.66E+17,cogannsss";;;;;;
"1.80E+18,Mon Jan 30 04:38:32 +0000 2023,5,@renjunstruly @byjenreon Emang lo tau dia real life kayak gimana sayangnya ama renjun lu kalo modal search tweet doang mending diem. Renjun aja g suka sama bullying tapi fansnya malah kayak lo ngatain orang pake kata kasar. Lagian sayang sama renjun g harus selalu ditunjukin koar2 sampe ngehate orang,1.80E+18,,renjunstruly,in,""Tangerang, Indonesia"",0,0,0,https://x.com/leebialeee/status/1800588888190435472,8.40E+17,leebialeee";;;;;;
"1.80E+18,Mon Jan 30 04:39:37 +0000 2023,14,1. 'mereka bukan bagian fandom' Ya kudunya kalian marah bikin nama fandom kalian jadi jelek. Padahal gak mewakili kalian. 2. 'bukan fave gue kok' emang bukan fave kalian tapi hal ini bisa terjadi ke siapapun karena hal ini udah termasuk bullying dan ancaman.,1.80E+18,,,in,,0,0,9,https://x.com/OnOffGunLov3/status/1800588729129836796,1.48E+18,OnOffGunLov3";;;;;;
"1.80E+18,Mon Jan 30 04:43:46 +0000 2023,0,Kurang apik rasanya kalo movement kemanusiaan dibalut dengan pemaksaan bullying dsb. Saya sebagai kristen juga selalu edukasi teman dan orang terdekat apapun agamanya.,1.80E+18,,moonwiree,in,,0,1,0,https://x.com/moonwiree/status/1800587617223999892,1.66E+18,moonwiree";;;;;;
"1.80E+18,Mon Jan 30 04:48:04 +0000 2023,0,@sitikusminik Emang orang orang pada gila sih perkara mcd doang. Namanya juga bocah otaknya baru numbuh. Pada bilang yaa dia harus nerima konsekuensi lah konsekuensi-nya bullying dan doxing itu? Stresss. Yg pada ngomong boikot2 buat menghalalkan bully lu semua sinting!!!,1.80E+18,,sitikusminik,in,""Jawa Tengah, Indonesia"",0,1,0,https://x.com/emangakusiapamu/status/1800586019970179192,1.10E+18,emangakusiapamu";;;;;;
"1.80E+18,Mon Jan 30 04:52:44 +0000 2023,0,@folkshittmedia Yu temen2 ketikannya dijaga. Jgn body shamming. Tindakan mereka salah gabisa dibenarkan. Gapunya empati. Tapi jgn keterusan maki²nya ntar jadi doxing kalo kebanyakan bullying,1.80E+18,,folkshittmedia,in,,0,0,0,https://x.com/rndmtwas/status/1800583497637376194,1.23E+18,rndmtwas";;;;;;
"1.80E+18,Mon Jan 30 04:56:40 +0000 2023,7,@sangdebby At this bullying rate hatuwezi endelea kua marafiki Debby,1.80E+18,,sangdebby,in,254✈️IL618🚘MO314🚖AZ520,0,1,0,https://x.com/Kevoty/status/1800583154518167950,46417166,Kevoty";;;;;;
"1.80E+18,Mon Jan 30 04:59:10 +0000 2023,0,@inganggita Emang. Malah ada yang sampe enabling bullying cuma gegara beda pendapat (worst case? Ngedoxxing / main ad hominem kalo kalah debat),1.80E+18,,inganggita,in,Indonesia,0,0,0,https://x.com/YustineMelinda/status/1800582708999213316,2311528753,YustineMelinda";;;;;;
"1.80E+18,Mon Jan 30 05:03:34 +0000 2023,0,@babiiboo_atp sudah kuduga wkwk mereka mikirnya bullying gapapa asal bukan favnya,1.80E+18,,babiiboo_atp,in,,0,1,0,https://x.com/rennadey/status/1800581159283511789,1.34E+18,rennadey";;;;;;
"1.80E+18,Mon Jan 30 05:08:14 +0000 2023,1,tentang perilaku bullying dan dapat mencegah adanya tindakan bullying yang dilakukan oleh sesama siswa di lingkungan sekolah.,1.80E+18,,poldajateng_,in,,0,0,0,https://x.com/poldajateng_/status/1800580705308778853,2558329639,poldajateng_";;;;;;
"1.80E+18,Mon Jan 30 05:11:48 +0000 2023,3,Kasubbagpsipol Bagpsi Biro SDM Polda Jateng Kompol Adi Nugroho S.Psi. M.Psi. Psikolog beserta Tim menggelar Edukasi Kesehatan Mental dan Bullying bertempat di SMP Teuku Umar Semarang Selasa (11/6/2024). https://t.co/j17tbIe8LS,1.80E+18,https://pbs.twimg.com/media/GPzyN6eagAA6xBg.jpg,,in,,0,0,0,https://x.com/poldajateng_/status/1800580278702027010,2558329639,poldajateng_";;;;;;
"1.80E+18,Mon Jan 30 05:12:48 +0000 2023,1,Kapolda Jateng Irjen. Pol. Drs. Ahmad Luthfi S.H. https://t.co/eeY4Pm9uZs. saat memimpin Apel Besar Patroli Keamanan Sekolah (PKS) dan launching Program Jateng Zero Bullying di Mapolda Jateng pada Senin (10/6/2024). https://t.co/3tjRXwEUtj,1.80E+18,https://pbs.twimg.com/ext_tw_video_thumb/1800580070056300544/pu/img/9ShMD0j1itOT2QLb.jpg,,in,,0,1,0,https://x.com/poldajateng_/status/1800580155787841876,2558329639,poldajateng_";;;;;;
"1.80E+18,Mon Jan 30 05:14:00 +0000 2023,0,BNPT Gelar Program Sekolah Damai untuk Cegah Intoleransi dan Kasus Bullying https://t.co/qBcysL3t5Q #beritasatu #news #berita,1.80E+18,,,in,Jakarta,0,0,0,https://x.com/Beritasatu/status/1800576890169958592,154102750,Beritasatu";;;;;;
"1.80E+18,Mon Jan 30 05:15:35 +0000 2023,0,@pawpaw2829 @yeonjungendered @dekarastore @itsurboihyl terserah org mau hukum gimana stupid argument anjg lo baru aja membiarkan Indonesia jadi negara cyber bullying blok. 5 pelaku dengan kelakuan yg sama tapi hukumannya jomplang bgt ya. gua ga ngebela si baju merah gua maunya keadilan hukum dan Indonesia stop bullying fisik.,1.80E+18,,pawpaw2829,in,Alfea ,0,1,0,https://x.com/Lylymoll/status/1800574811632259145,1.48E+18,Lylymoll";;;;;;
"1.80E+18,Mon Jan 30 05:15:40 +0000 2023,2,Apel Besar Patroli Keamanan Sekolah dan Launching Program Jateng Zero Bullying* Siswa yang menjadi Satgas Patroli Keamanan Sekolah untuk mencegah terjadinya Bullying di sekolah masing-masing https://t.co/5V6ZozbcAM,1.80E+18,https://pbs.twimg.com/media/GPzqBzwacAAcjDx.jpg,,in,""Jl. A.Yani No.160, Semarang"",0,0,0,https://x.com/kesbangpoljtg/status/1800571280267317551,2714014045,kesbangpoljtg";;;;;;
"1.80E+18,Mon Jan 30 05:16:35 +0000 2023,0,Minimal cantik hati ya dek Merusak mental? Ya lu jgn aneh2 dek Yg baju merah aq suudzon nya dia bullying,1.80E+18,,,in,Indonesia,0,0,0,https://x.com/desysaraswati_/status/1800546400780026028,1.73E+18,desysaraswati_";;;;;;
"1.80E+18,Mon Jan 30 05:26:03 +0000 2023,0,Geli bgt gue bjir sm konten orang yang kek genz work ethicnya trash tapi dia make her whole branding and content ngatain work ethic genz lmfao ok oldies trs pas dikomen bilangnya genz bullying dia genz serem bgt the gaslighting bjir,1.80E+18,,,in,,0,1,0,https://x.com/feministaeyong/status/1800545787073736863,1.37E+18,feministaeyong";;;;;;
"1.80E+18,Mon Jan 30 05:29:42 +0000 2023,0,DISDIKDAYAH Banda Aceh: Muhammad Uwais Al-Qarny dan Rizqa Maulidia Terpilih Menjadi Duta Anti Bullying https://t.co/i8olrTbdNB,1.80E+18,,,in,Banda Aceh,0,0,0,https://x.com/sinergi_bna/status/1800544525498323041,3271056108,sinergi_bna";;;;;;
"1.80E+18,Mon Jan 30 05:54:14 +0000 2023,0,@miekejuu kek bullying gituu nantii,1.80E+18,,miekejuu,in,,0,1,0,https://x.com/hooshihosh/status/1800544332606554321,1.33E+18,hooshihosh";;;;;;
"1.80E+18,Mon Jan 30 05:55:43 +0000 2023,0,Bid Humas Polda Jateng Senin 10 Juni 2024 *Irjen Pol Ahmad Luthfi";" Luncurkan Program untuk Lindungi Siswa Dari Aksi Perundungan* *Launching Program Jateng Zero Bullying Upaya Irjen Pol Ahmad Luthfi Lindungi Siswa Dari Aksi Perundungan* https://t.co/5RX4wjWVcD,1.80E+18,https://pbs.twimg.com/media/GPzQe7gbYAAyT31.jpg,,in,,0,0,0,https://x.com/PKuwarasan/status/1800543183702778060,1.22E+18,PKuwarasan";;;;;
"1.80E+18,Mon Jan 30 05:59:01 +0000 2023,0,Gw korban bullying dari SD sampe detik ini Gw selalu di omongin sama keluarga temen tetangga ktny gw kurus lebih cantik dn bnyk bgt omongan nyakitin yang sering gw terima,1.80E+18,,,in,Indy gf,0,0,0,https://x.com/jodohkucakepbgt/status/1800541415178649739,1.63E+18,jodohkucakepbgt";;;;;;
"1.80E+18,Mon Jan 30 06:04:19 +0000 2023,0,the true villain kalo menurut gw ya bu han sm woojin sih ri an did bullying tapi nyatanya ga sampe ngeb*nuh in han kirain bu han bakal jadi guru yg baik wkwk,1.80E+18,,,in,space,0,0,0,https://x.com/haemazechan/status/1800539531894305118,1.00E+18,haemazechan";;;;;;
"1.80E+18,Mon Jan 30 06:09:20 +0000 2023,2,@TheCloserEra @alvinxki Krn masa2 remaja tanggung. Transisi dr anak2-ke era pubertas. 6. Kalopun mereka dikasih tau gak berubah ya ada yg salah dg mereka. Spt apa lingkungan pola asuh dll. 7. Back to the topic ini tentang pemikiran mereka yg akhirnya terjadi tindakan konyol bkn bullying,1.80E+18,,homenumravelio,in,Somewhere in Nowhere,0,0,0,https://x.com/homenumravelio/status/1800539277845266736,1718488969,homenumravelio";;;;;;
"1.80E+18,Mon Jan 30 06:24:57 +0000 2023,6,@TheCloserEra @alvinxki 1. Km gatau aku pernah di-bully 2. Terbukti kan klo SMP tuh remaja kematian bgt? 3. Maaf ya kalo km korban bullying. Km ga seharusnya spt itu 4. Pemikiran mereka yg divideo tdk relevan dg statement km (ini lg ngomongin pemikiran bukan bullying) 5. Anak SMP msh bs berubah-,1.80E+18,,TheCloserEra,in,Somewhere in Nowhere,0,1,0,https://x.com/homenumravelio/status/1800538697676533949,1718488969,homenumravelio";;;;;;
"1.80E+18,Mon Jan 30 06:28:35 +0000 2023,0,@TakumiYozora @nuvillaera @incredible_loey @alvinxki Orang kaya dia emang sok membela kemanusiaan tapi kelakuannya normalisasi bullying dan cuma bisa ngecap orang yg ga sejalan sm dia as a zionist biar dikira keren memalukan sih.,1.80E+18,,TakumiYozora,in,,0,0,0,https://x.com/chaerriesbullet/status/1800538642756337915,1.58E+18,chaerriesbullet";;;;;;
"1.80E+18,Mon Jan 30 06:29:08 +0000 2023,0,@kabarheboh13 x isine nek ga selingkuh bullying video mboh opo wae,1.80E+18,,kabarheboh13,in,""Bogor, Jawa Barat"",0,0,0,https://x.com/traventhusiast/status/1800538547897991181,1.50E+18,traventhusiast";;;;;;
"1.80E+18,Mon Jan 30 06:39:04 +0000 2023,2,Mereka mah mana peduli aslinya cuman pedulinya mereka dapet samsak buat bullying doang tipikal netizen indo kan gitu,1.80E+18,,,in,cintaku joshua minghao ,0,0,0,https://x.com/cutiepieshuaa/status/1800536765398397115,1.69E+18,cutiepieshuaa";;;;;;
"1.80E+18,Mon Jan 30 06:40:00 +0000 2023,0,Berarti stop aja sana campaign sampah dan najis self love stop bullying dan stop body shaming. Najis emg org indog. Bacot omong kosong self love stop body shaming stop bullying tp ttp aja jd kaum najis munafik,1.80E+18,,,in,,0,0,0,https://x.com/chocoamilktea/status/1800536744615653520,1.43E+18,chocoamilktea";;;;;;
"1.80E+18,Mon Jan 30 06:41:13 +0000 2023,2,Polres Demak Gelar Sosialisasi Anti Bullying di SMP N 1 Karangawen https://t.co/IZsmPtSB16,1.80E+18,,,in,,0,0,0,https://x.com/Polres_Demak/status/1800536390373171494,8.10E+17,Polres_Demak";;;;;;
"1.80E+18,Mon Jan 30 06:42:28 +0000 2023,0,Tanpa buka QRT udh dipastikan org indon pd body shaming dan ngatain fisiknya habis2an. Pdhl bacot omong kosong self love tiap hari. Tp ngatain fisik org jalan terooos. Alias ga guna campaign sampah self love stop bullying stop body shaming.,1.80E+18,,,in,,0,0,0,https://x.com/chocoamilktea/status/1800535865221132481,1.43E+18,chocoamilktea";;;;;;
"1.80E+18,Mon Jan 30 07:06:08 +0000 2023,0,apa yang sedang terjadi di belahan dunia ini tp kalau jatuhnya kayak udah bullying sama aja gak si... please ini in my opinion aja ya makannya aku gak begitu ngikutin hal hal yang terjadi saat ini,1.80E+18,,molioren,in,im just being silly ,0,0,0,https://x.com/molioren/status/1800532230927954036,1.67E+18,molioren";;;;;;
"1.80E+18,Mon Jan 30 07:25:24 +0000 2023,1,udh mikir ini dari lama. org yg terlalu maksa sampe bullying gitu emg niatnya bukan buat bela palestine,1.80E+18,,,in,Indonesia,0,0,0,https://x.com/bluuberizz/status/1800519989616877650,9.63E+17,bluuberizz";;;;;;
"1.80E+18,Mon Jan 30 07:42:03 +0000 2023,4,@namakuDhatimu @MorphoMenelausX Lah lu otaknya juga dimana? Online bullying tuh ada batasnya juga. Emang anak kecilnya yang melakukan genosida? Dia tinggal dikasih edukasi. Lu semua sama aja kayak zionist beraninya bully-nyerang berlebihan ke yang lemah aja.,1.80E+18,,namakuDhatimu,in,,0,1,0,https://x.com/TakumiYozora/status/1800519816736039088,1.21E+18,TakumiYozora";;;;;;
"1.80E+18,Mon Jan 30 07:55:16 +0000 2023,0,tp setauku emg snape emg benci harry karna dia bener2 mirip bpknya. org yg pernah bully snape. tp mata harry mirip ibunya. Jd mungkin snape teringat orang yg pernah belain dia dr bullying (sekaligus org yg cinta) jd kalo mau dibilang benci gasalah mau dibilang cinta jg g salah,1.80E+18,,janganblank,in,,0,0,0,https://x.com/janganblank/status/1800518748853735631,1.61E+18,janganblank";;;;;;
"1.80E+18,Mon Jan 30 08:10:21 +0000 2023,2,@ydrefla7_ @kontholithemm @MorphoMenelausX Ya tinggal direprimand sama orang terdekatnya dan keluarganya. Umur segitu masih bisa diajarin. Tapi stop juga menormalisasikan online bullying doxxing dan dirujak abis2an. Gue tanya apakah anak smpnya yg skrg lg perang disana dan melakukan genosida?,1.80E+18,,ydrefla7_,in,,0,0,0,https://x.com/TakumiYozora/status/1800518632524656684,1.21E+18,TakumiYozora";;;;;;
"1.80E+18,Mon Jan 30 08:14:32 +0000 2023,0,Ngritik2 soal perundungan tp mereka sndiri giat bgt cyber bullying. Ga waras.,1.80E+18,,,in,""Московский, Россия"",1,1,0,https://x.com/BabyElleph/status/1800518230567776302,166878353,BabyElleph";;;;;;
"1.80E+18,Mon Jan 30 08:14:55 +0000 2023,0,@Hasby21834910 @sitikusminik Nggak perlu dan sebenarnya nggak efektif juga ngasih pembelajaran dengan cara bullying doxxing yg ada mereka malah makin benci dan makin ogah buat mencari tau scr baik dan benar. Mereka malah makin mandang Palestine jelek so yaa ga akan efektif,1.80E+18,,urikaeureka,in,,0,1,1,https://x.com/urikaeureka/status/1800516916664258822,1.11E+18,urikaeureka";;;;;;
"1.80E+18,Mon Jan 30 08:22:32 +0000 2023,0,@idextratime @bliblidotcom sorry tii kayanya ini efek bullying org org terhadap marceng kemaren deh jadinya marcengg ga pd setiap ada kesempatan,1.80E+18,,idextratime,in,,0,0,0,https://x.com/nesssyhere/status/1800514134569783307,1.64E+18,nesssyhere";;;;;;
"1.80E+18,Mon Jan 30 08:41:52 +0000 2023,0,Cyber bullying netijing terhadap viral video anak SMPN 216 Jakarta Candaan makan Darah Anak Palestina padahal istilah itu pertama kali di lontarkan oleh pendukung free palestine? https://t.co/wxB8IP6PP1,1.80E+18,https://pbs.twimg.com/media/GPy1zC9aAAA6Kir.jpg,,in,,0,1,0,https://x.com/pakar_ai/status/1800514108363874812,1.59E+18,pakar_ai";;;;;;
"1.80E+18,Mon Jan 30 09:21:24 +0000 2023,0,@tesyaelnands @alvinxki @leo_iyan44598 emang negara bakal maju sm mental doxing dan bullying?,1.80E+18,,tesyaelnands,in,,0,0,1,https://x.com/FavHooman/status/1800514023877927121,1.24E+18,FavHooman";;;;;;
"1.80E+18,Mon Jan 30 09:22:34 +0000 2023,0,@nuvillaera @incredible_loey @alvinxki Gue tanya sekarang lo udah gede kan? Tau kan online bullying berlebihan dampaknya apa? Itu dia tinggal kasih reprimand dan diedukasi. Udah selesai. Tapi kalau dijadikan online bullying berlebihan juga salah. Udah tau online bullying salah tapi tetep dibenarkan?,1.80E+18,,nuvillaera,in,,0,0,0,https://x.com/TakumiYozora/status/1800512122121847146,1.21E+18,TakumiYozora";;;;;;
"1.80E+18,Mon Jan 30 09:41:48 +0000 2023,0,bullying minors sdh jadi pewajaran ya disini,1.80E+18,,,in,Serendipity,0,0,0,https://x.com/libra_jiminie/status/1800512089687269864,901542721,libra_jiminie";;;;;;
"1.80E+18,Mon Jan 30 09:44:50 +0000 2023,2,dia masih smp. kalau kek gini kalian bukan mentingin merjuangin palestina tapi cuma mau lihat anak-anak ini hancur. sedih banget aku liatnya fokus utama boikot dan gerakan free palestin malah kalah dengan full doxing dan bullying. karena ku rasa udah cukup sanksi sosialnya.,1.80E+18,,,in,@stray_kids,0,1,0,https://x.com/hupypuv/status/1800511802465501330,1.07E+18,hupypuv";;;;;;
"1.80E+18,Mon Jan 30 11:30:47 +0000 2023,0,@mbienyambay2 Itu guru biar apa sih ngeprank-ngeprenk gitu biar dibilang gaul gitu ? Fokus saja sebagai tenaga pendidik giliran ada kasus bullying aja malah menganggap bukan suatu hal yang penting.,1.80E+18,,mbienyambay2,in,,0,0,0,https://x.com/RoediAlam/status/1800510704195420660,181158916,RoediAlam";;;;;;
"1.80E+18,Mon Jan 30 11:31:42 +0000 2023,0,@Fifah97_ Mulai intens tuh di kantor2 sosialisasi dan peraturan ketat masalah pelecehan bullying dll. Moga2 bisa makin mencegah org2 aneh ya telaga,1.80E+18,,Fifah97_,in,""Cape Town, South Africa"",0,1,0,https://x.com/redrory1997/status/1800508567180751118,1.74E+18,redrory1997";;;;;;
"1.80E+18,Mon Jan 30 11:35:34 +0000 2023,0,@mbienyambay2 Pertanyaannya... Prank merupakan jenis bullying?,1.80E+18,,mbienyambay2,in,,0,0,0,https://x.com/kangmasuno/status/1800505858725748742,1.63E+18,kangmasuno";;;;;;
"1.80E+18,Mon Jan 30 11:37:48 +0000 2023,0,See? Mau sebagus apapun kalo mentalnya bullying ya tetep dicari celah... Di mata haters gak ada idol yang sempurna alias HARUS SEMPURNA...,1.80E+18,,,in,,0,0,0,https://x.com/Anonimida__/status/1800505374413566319,7.50E+17,Anonimida__";;;;;;
"1.80E+18,Mon Jan 30 11:38:05 +0000 2023,0,@ardianpancaa emg indo itu typical bullying sih bang,1.80E+18,,ardianpancaa,in,,0,1,0,https://x.com/wibvstres/status/1800503827227168949,1.18E+18,wibvstres";;;;;;
"1.80E+18,Mon Jan 30 11:47:27 +0000 2023,6,@kegblgnunfaedh Dia tidak merasa bersalah atas apa yang mereka katakan tapi mereka merasa bersalah karena sudah memposting dan mempercayai perekam. Kesimpulannya adalah mereka tetap membenarkan becandaan itu. Bringback bullying ehe,1.80E+18,,kegblgnunfaedh,in,""Michigan, USA"",0,0,0,https://x.com/anas_dinginn/status/1800503550709280857,1.27E+18,anas_dinginn";;;;;;
"1.80E+18,Mon Jan 30 11:51:43 +0000 2023,0,gue pgn deh tokoh2 bullying di drakor tuh semua disatuin JD SATU DRAMA dgn karakter nya masing2 di drama asal";" kaya ha rin (pyramid game) yeonjin (the glory) dll. PASTI SERU GA SIEEE,1.80E+18,,,in,,0,1,0,https://x.com/imbutterffly/status/1800502908146081816,1.25E+18,imbutterffly";;;;;
"1.80E+18,Mon Jan 30 11:55:09 +0000 2023,0,@rahasiamentari Udh km bullying syg,1.80E+18,,rahasiamentari,in,Kuala Lumpur City,0,0,0,https://x.com/penggarris/status/1800502317403504881,471539206,penggarris";;;;;;
"1.80E+18,Mon Jan 30 11:56:30 +0000 2023,1,Hal kocak hari ini : Banyak cowo lowkey butthurt yg ego nya kesenggol di tiktok gue sampe ada notif anti-bullying protection ke gueeee https://t.co/ewI9K53B5M,1.80E+18,https://pbs.twimg.com/media/GPypnWBawAEW2NC.jpg,,in,""Yogyakarta, Indonesia"",1,1,0,https://x.com/Blurpppy/status/1800500451760279725,1.31E+18,Blurpppy";;;;;;
"1.80E+18,Mon Jan 30 12:01:44 +0000 2023,3,Baru ditanya mess aja udah ngatain yang enggak2. Pake nyuruh pelamar kerja buat jadi ani2 segala lagi. Tanpa sadar lo tuh udah berlaku bullying penghinaan dan pelecehan. Tinggal tunggu dipecat aja itu perempuan bermulut sampah itu.,1.80E+18,,,in,Wakanda,0,0,0,https://x.com/tydakperjaka/status/1800499855095435450,1.49E+18,tydakperjaka";;;;;;
"1.80E+18,Mon Jan 30 12:02:10 +0000 2023,0,Sebelumnya body shaming itu apa sih? Body shaming adalah perilaku mengomentari atau menjelek-jelekkan penampilan fisik orang lain. Baik itu bentuk tubuh berat badan hingga warna kulit. Perilaku ini juga tergolong ke dalam bullying loh!,1.80E+18,,ohbeshine,in,,0,1,0,https://x.com/ohbeshine/status/1800499039898943978,1.68E+18,ohbeshine";;;;;;
"1.80E+18,Mon Jan 30 12:05:40 +0000 2023,0,Dugaan Karyawannya Lakukan Bullying Verbal Perusahaan DCFX Viral di Media Sosial https://t.co/kBbwBJ3DsX,1.80E+18,,,in,,0,0,0,https://x.com/hariini2024/status/1800498807274361239,1.68E+18,hariini2024";;;;;;
"1.80E+18,Mon Jan 30 12:06:20 +0000 2023,1,Anak-anak kalo dimaklumin terus mah tuman dik. Karena umur segitu harusnya udah paham antara benar dan salah. Tidak membenarkan bullying yang terjadi. Tapi kita tinggal dimana apa yang kita tanam itu yg kita tuai,1.80E+18,,,in,she/her,0,0,0,https://x.com/blissfugl/status/1800497421392453791,1.78E+18,blissfugl";;;;;;
"1.80E+18,Mon Jan 30 12:12:19 +0000 2023,4,@yovitasst (Edited) Ada UU Perlindungan Anak. Lebih baik Anak Kecil berantem dengan Anak Kecil. Jangan ada Orang Dewasa berantem dengan Anak Kecil. Orang Dewasa tidak boleh bullying &amp";" doxxing Anak Kecil.,1.80E+18,,yovitasst,in,,0,0,0,https://x.com/shine44441/status/1800497239028314467,2591438653,shine44441";;;;;
"1.80E+18,Mon Jan 30 12:14:25 +0000 2023,1,Anti bullying tapi kalo israel gue setuju,1.80E+18,,,in,#KJO #HEEKI #MINSUNG — love . ,0,0,0,https://x.com/roonaroom/status/1800494796966117508,8.76E+17,roonaroom";;;;;;
"1.80E+18,Mon Jan 30 12:16:30 +0000 2023,0,@zqhr CUEKIN AJA ARE YOU FUCKING SICKKK?????? MEREKA LITERALLY NGEMOCK KEADAAN DI PALESTINA YANG DIMANA ITU HOLOCAUST KE 2 SECARA KEMANUSIAAN Yeah lets ignore bullying aswell ignorance is bliss anyway ,1.80E+18,,zqhr,in,""Bekasi Utara, Indonesia"",0,1,0,https://x.com/sewersliderrr/status/1800493459331227755,9.18E+17,sewersliderrr";;;;;;
"1.80E+18,Mon Jan 30 12:19:39 +0000 2023,0,Kepada anak-anakku semuanya Kelas X &amp";" XII bangun diri untuk sukses rajin belajar selalu disiplin dan jangan pernah lelah untuk berprestasi. jangan pernah lelah untuk belajar. Dan jangan lupa bangun persahabatan semua harus menjadi sahabat tidak boleh ada bullying! https://t.co/XU1xM4cusR,1.80E+18,https://pbs.twimg.com/media/GPyiXCiaMAE2YJk.jpg,,in,""Batu, Indonesia"",0,0,1,https://x.com/prokopimkwb/status/1800492481899020543,1579306262,prokopimkwb";;;;;
"1.80E+18,Mon Jan 30 12:23:39 +0000 2023,0,@alvinxki Ntar ada yg qrt tweet u bilang ini sanksi sosial lmao bullying and doxxing doesn't make them any better apalagi ini korban2nya masi mudaaaa banget,1.80E+18,,alvinxki,in,,0,0,0,https://x.com/Vaniavegamira/status/1800487057183416801,1.68E+18,Vaniavegamira";;;;;;
